District,Taluka,Region,Equipment,Rs/hr,Rs/day,images
Buldhana,Buldhana,Vidharbha,tractor,280,1960,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQGS3EdkbXE6m2lcEJGzMSc-inaDvUBdXsnBw&usqp=CAU
Yavatmal,Umarkhed,Vidharbha,plough,95,700,https://www.patelagroindustries.com/public/images/blog/jt8wc33oxWhkXesZZkoblUlxItMlZmlnGKhQMe5b.png
Satara,Satara,WM,sprayer,66.44,204.9,"https://m.media-amazon.com/images/I/71gWfs0OVmL._AC_UF1000,1000_QL80_.jpg"
Wardha,Arvi,Vidharbha,tractor trolley,185,1300,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTHyRAyhtHFKD4SZgYdUvws_SzCHgPJp2WOFWqimYRB6vHZJc20RJPL13xg&s=10
Parbhani,Sonpeth,Marathwada,hoe,50,240,https://5.imimg.com/data5/SELLER/Default/2022/8/CJ/UN/LL/52580342/hand-hoe-500x500.jpeg
Beed,Patoda,Marathwada,hoe,36,200,https://5.imimg.com/data5/SELLER/Default/2022/8/CJ/UN/LL/52580342/hand-hoe-500x500.jpeg
Parbhani,Parbhani,Marathwada,plough,195,1020,https://www.patelagroindustries.com/public/images/blog/jt8wc33oxWhkXesZZkoblUlxItMlZmlnGKhQMe5b.png
Amravati,Warud,Vidharbha,Tractor Trolley,190,1425,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTHyRAyhtHFKD4SZgYdUvws_SzCHgPJp2WOFWqimYRB6vHZJc20RJPL13xg&s=10
Hingoli,Hingoli,Marathwada,plough,200,1050,https://www.patelagroindustries.com/public/images/blog/jt8wc33oxWhkXesZZkoblUlxItMlZmlnGKhQMe5b.png
Dhule,Sakri,Khandesh,tractor,264,1940,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQGS3EdkbXE6m2lcEJGzMSc-inaDvUBdXsnBw&usqp=CAU
Dhule,Dhule,Khandesh,pickaxe,26,92,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ_LRYoi090IuNBYC5WUMYQcv8KMg1MROwZUQ&usqp=CAU
Wardha,Wardha,Vidharbha,tractor trolley,185,1300,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTHyRAyhtHFKD4SZgYdUvws_SzCHgPJp2WOFWqimYRB6vHZJc20RJPL13xg&s=10
Chandrapur,Bramhpuri,Vidharbha,pickaxe,14,112,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ_LRYoi090IuNBYC5WUMYQcv8KMg1MROwZUQ&usqp=CAU
Osmanabad,Paranda,Marathwada,tractor,470,3500,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQGS3EdkbXE6m2lcEJGzMSc-inaDvUBdXsnBw&usqp=CAU
Wardha,Hinganghat,Vidharbha,pickaxe,26,180,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ_LRYoi090IuNBYC5WUMYQcv8KMg1MROwZUQ&usqp=CAU
Chandrapur,Korpana,Vidharbha,tractor trolley,121,968,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTHyRAyhtHFKD4SZgYdUvws_SzCHgPJp2WOFWqimYRB6vHZJc20RJPL13xg&s=10
Palghar,Dahanu,Khandesh,sickel,,,
Kolhapur,Shahuwadi,WM,hoe,51,276,https://5.imimg.com/data5/SELLER/Default/2022/8/CJ/UN/LL/52580342/hand-hoe-500x500.jpeg
Pune,Khed,WM,hoe,52,254,https://5.imimg.com/data5/SELLER/Default/2022/8/CJ/UN/LL/52580342/hand-hoe-500x500.jpeg
Palghar,Dahanu,Khandesh,plough,,,https://www.patelagroindustries.com/public/images/blog/jt8wc33oxWhkXesZZkoblUlxItMlZmlnGKhQMe5b.png
Satara,Jaoli,WM,tractor trolley,293.18,2241.19,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTHyRAyhtHFKD4SZgYdUvws_SzCHgPJp2WOFWqimYRB6vHZJc20RJPL13xg&s=10
Raigad,Mahad,Konkan,sprayer,38,115,"https://m.media-amazon.com/images/I/71gWfs0OVmL._AC_UF1000,1000_QL80_.jpg"
Ratnagiri,Dapoli,Konkan,hoe,37,200,https://5.imimg.com/data5/SELLER/Default/2022/8/CJ/UN/LL/52580342/hand-hoe-500x500.jpeg
Pune,Khed,WM,tractor trolley,310,2580,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTHyRAyhtHFKD4SZgYdUvws_SzCHgPJp2WOFWqimYRB6vHZJc20RJPL13xg&s=10
Buldhana,Chikhli,Vidharbha,tractor,280,1960,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQGS3EdkbXE6m2lcEJGzMSc-inaDvUBdXsnBw&usqp=CAU
Yavatmal,Kalamb,Vidharbha,tractor,220,1650,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQGS3EdkbXE6m2lcEJGzMSc-inaDvUBdXsnBw&usqp=CAU
Solapur,Pandharpur,WM,plough,186,870,https://www.patelagroindustries.com/public/images/blog/jt8wc33oxWhkXesZZkoblUlxItMlZmlnGKhQMe5b.png
Ratnagiri,Chiplun,Konkan,sprayer,42,130,"https://m.media-amazon.com/images/I/71gWfs0OVmL._AC_UF1000,1000_QL80_.jpg"
Nagpur,Katol,Vidharbha,plough,145,1160,https://www.patelagroindustries.com/public/images/blog/jt8wc33oxWhkXesZZkoblUlxItMlZmlnGKhQMe5b.png
Washim,Malegaon,Vidharbha,pickaxe,20,160,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ_LRYoi090IuNBYC5WUMYQcv8KMg1MROwZUQ&usqp=CAU
Akola,Patur,Vidharbha,Sickel,21,170,
Ratnagiri,Chiplun,Konkan,tractor trolley,190,1410,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTHyRAyhtHFKD4SZgYdUvws_SzCHgPJp2WOFWqimYRB6vHZJc20RJPL13xg&s=10
Yavatmal,Dharwa,Vidharbha,tractor,245,1830,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQGS3EdkbXE6m2lcEJGzMSc-inaDvUBdXsnBw&usqp=CAU
Parbhani,Jintur,Marathwada,sprayer,68,205,"https://m.media-amazon.com/images/I/71gWfs0OVmL._AC_UF1000,1000_QL80_.jpg"
Gondia,Tirora,Vidharbha,plough,105,840,https://www.patelagroindustries.com/public/images/blog/jt8wc33oxWhkXesZZkoblUlxItMlZmlnGKhQMe5b.png
Sangli,Miraj,WM,tractor trolley,290.83,2220.3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTHyRAyhtHFKD4SZgYdUvws_SzCHgPJp2WOFWqimYRB6vHZJc20RJPL13xg&s=10
Dhule,Sindhkheda,Khandesh,pickaxe,23,83,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ_LRYoi090IuNBYC5WUMYQcv8KMg1MROwZUQ&usqp=CAU
Hingoli,Basmath,Marathwada,sickel,29,100,
Sangli,Shirala,WM,pickaxe,36.52,132.1,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ_LRYoi090IuNBYC5WUMYQcv8KMg1MROwZUQ&usqp=CAU
Mumbai Suburban,Mumbai Suburban,Konkan,sprayer,84,255,"https://m.media-amazon.com/images/I/71gWfs0OVmL._AC_UF1000,1000_QL80_.jpg"
Jalna,Badnapur,Marathwada,plough,105,490,https://www.patelagroindustries.com/public/images/blog/jt8wc33oxWhkXesZZkoblUlxItMlZmlnGKhQMe5b.png
Nashik,Malegaon,Marathwada,pickaxe,27,94,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ_LRYoi090IuNBYC5WUMYQcv8KMg1MROwZUQ&usqp=CAU
Osmanabad,Umarga,Marathwada,hoe,54,256,https://5.imimg.com/data5/SELLER/Default/2022/8/CJ/UN/LL/52580342/hand-hoe-500x500.jpeg
Osmanabad,Tuljapur,Marathwada,tractor trolley,315,2590,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTHyRAyhtHFKD4SZgYdUvws_SzCHgPJp2WOFWqimYRB6vHZJc20RJPL13xg&s=10
Palghar,Palghar,Khandesh,tractor,,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQGS3EdkbXE6m2lcEJGzMSc-inaDvUBdXsnBw&usqp=CAU
Latur,Udgir,Marathwada,sprayer,48,150,"https://m.media-amazon.com/images/I/71gWfs0OVmL._AC_UF1000,1000_QL80_.jpg"
Jalgaon,Pachora,Khandesh,hoe,27,155,https://5.imimg.com/data5/SELLER/Default/2022/8/CJ/UN/LL/52580342/hand-hoe-500x500.jpeg
Nagpur,Katol,Vidharbha,sickel,21,168,
Parbhani,Parbhani,Marathwada,sprayer,68,205,"https://m.media-amazon.com/images/I/71gWfs0OVmL._AC_UF1000,1000_QL80_.jpg"
Yavatmal,Umarkhed,Vidharbha,pickaxe,23,170,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ_LRYoi090IuNBYC5WUMYQcv8KMg1MROwZUQ&usqp=CAU
Yavatmal,Maregaon,Vidharbha,sickel,14,105,
Dhule,Shirpur,Khandesh,pickaxe,27,95,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ_LRYoi090IuNBYC5WUMYQcv8KMg1MROwZUQ&usqp=CAU
Ratnagiri,Chiplun,Konkan,plough,118,550,https://www.patelagroindustries.com/public/images/blog/jt8wc33oxWhkXesZZkoblUlxItMlZmlnGKhQMe5b.png
Nagpur,Katol,Vidharbha,pickaxe,29,232,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ_LRYoi090IuNBYC5WUMYQcv8KMg1MROwZUQ&usqp=CAU
Sangli,Miraj,WM,tractor,444,3440,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQGS3EdkbXE6m2lcEJGzMSc-inaDvUBdXsnBw&usqp=CAU
Solapur,Pandharpur,WM,hoe,48,260,https://5.imimg.com/data5/SELLER/Default/2022/8/CJ/UN/LL/52580342/hand-hoe-500x500.jpeg
Hingoli,kalamnuri,Marathwada,tractor,465,3450,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQGS3EdkbXE6m2lcEJGzMSc-inaDvUBdXsnBw&usqp=CAU
Raigad,Alibaug,Konkan,plough,126,590,https://www.patelagroindustries.com/public/images/blog/jt8wc33oxWhkXesZZkoblUlxItMlZmlnGKhQMe5b.png
Sangli,Jat,WM,tractor,442,3430,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQGS3EdkbXE6m2lcEJGzMSc-inaDvUBdXsnBw&usqp=CAU
Parbhani,Gangakhed,Marathwada,tractor,455,3350,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQGS3EdkbXE6m2lcEJGzMSc-inaDvUBdXsnBw&usqp=CAU
Jalgaon,Amalner,Khandesh,tractor trolley,155,1550,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTHyRAyhtHFKD4SZgYdUvws_SzCHgPJp2WOFWqimYRB6vHZJc20RJPL13xg&s=10
Sindhudurg,Kudal,Konkan,sprayer,42,130,"https://m.media-amazon.com/images/I/71gWfs0OVmL._AC_UF1000,1000_QL80_.jpg"
Yavatmal,Kalamb,Vidharbha,plough,95,720,https://www.patelagroindustries.com/public/images/blog/jt8wc33oxWhkXesZZkoblUlxItMlZmlnGKhQMe5b.png
Kolhapur,Panhala,WM,sickel,30,111,
Pune,Maval,WM,tractor trolley,312,2591,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTHyRAyhtHFKD4SZgYdUvws_SzCHgPJp2WOFWqimYRB6vHZJc20RJPL13xg&s=10
Ratnagiri,Chiplun,Konkan,pickaxe,23,82,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ_LRYoi090IuNBYC5WUMYQcv8KMg1MROwZUQ&usqp=CAU
Osmanabad,Vashi,Marathwada,hoe,53,254,https://5.imimg.com/data5/SELLER/Default/2022/8/CJ/UN/LL/52580342/hand-hoe-500x500.jpeg
Parbhani,Purna,Marathwada,sprayer,67,200,"https://m.media-amazon.com/images/I/71gWfs0OVmL._AC_UF1000,1000_QL80_.jpg"
Ahmednagar,Shrigonda,Khandesh,tractor,485,3600,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQGS3EdkbXE6m2lcEJGzMSc-inaDvUBdXsnBw&usqp=CAU
Kolhapur,Shahuwadi,WM,plough,196,934,https://www.patelagroindustries.com/public/images/blog/jt8wc33oxWhkXesZZkoblUlxItMlZmlnGKhQMe5b.png
Beed,Parali,Marathwada,sickel,20,75,
Washim,Manora,Vidharbha,tractor trolley,120,960,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTHyRAyhtHFKD4SZgYdUvws_SzCHgPJp2WOFWqimYRB6vHZJc20RJPL13xg&s=10
Gondia,Salekasa,Vidharbha,tractor,258,2064,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQGS3EdkbXE6m2lcEJGzMSc-inaDvUBdXsnBw&usqp=CAU
Palghar,Vikramgad,Khandesh,hoe,,,https://5.imimg.com/data5/SELLER/Default/2022/8/CJ/UN/LL/52580342/hand-hoe-500x500.jpeg
Mumbai Suburban,Mumbai Suburban,Konkan,pickaxe,46,165,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ_LRYoi090IuNBYC5WUMYQcv8KMg1MROwZUQ&usqp=CAU
Hingoli,Sengaon,Marathwada,sprayer,67,205,"https://m.media-amazon.com/images/I/71gWfs0OVmL._AC_UF1000,1000_QL80_.jpg"
Jalgaon,Bhusawal,Khandesh,sickel,16,65,
Dhule,Sindhkheda,Khandesh,sprayer,37,110,"https://m.media-amazon.com/images/I/71gWfs0OVmL._AC_UF1000,1000_QL80_.jpg"
Nandurbar,Nawapur,Khandesh,sprayer,28,105,"https://m.media-amazon.com/images/I/71gWfs0OVmL._AC_UF1000,1000_QL80_.jpg"
Washim,Washim,Vidharbha,tractor trolley,160,1280,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTHyRAyhtHFKD4SZgYdUvws_SzCHgPJp2WOFWqimYRB6vHZJc20RJPL13xg&s=10
Palghar,Talasari,Khandesh,sprayer,,,"https://m.media-amazon.com/images/I/71gWfs0OVmL._AC_UF1000,1000_QL80_.jpg"
Jalna,Partur,Marathwada,plough,95,440,https://www.patelagroindustries.com/public/images/blog/jt8wc33oxWhkXesZZkoblUlxItMlZmlnGKhQMe5b.png
Hingoli,Hingoli,Marathwada,pickaxe,41,153,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ_LRYoi090IuNBYC5WUMYQcv8KMg1MROwZUQ&usqp=CAU
Hingoli,Basmath,Marathwada,tractor,460,3400,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQGS3EdkbXE6m2lcEJGzMSc-inaDvUBdXsnBw&usqp=CAU
Parbhani,Parbhani,Marathwada,tractor,460,3400,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQGS3EdkbXE6m2lcEJGzMSc-inaDvUBdXsnBw&usqp=CAU
Latur,Udgir,Marathwada,pickaxe,25,90,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ_LRYoi090IuNBYC5WUMYQcv8KMg1MROwZUQ&usqp=CAU
Sambhajinagar,Sillod,Marathwada,sprayer,48,151,"https://m.media-amazon.com/images/I/71gWfs0OVmL._AC_UF1000,1000_QL80_.jpg"
Ratnagiri,Dapoli,Konkan,sprayer,50,155,"https://m.media-amazon.com/images/I/71gWfs0OVmL._AC_UF1000,1000_QL80_.jpg"
Washim,Manora,Vidharbha,hoe,25,200,https://5.imimg.com/data5/SELLER/Default/2022/8/CJ/UN/LL/52580342/hand-hoe-500x500.jpeg
Nashik,Malegaon,Marathwada,tractor trolley,219,1625,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTHyRAyhtHFKD4SZgYdUvws_SzCHgPJp2WOFWqimYRB6vHZJc20RJPL13xg&s=10
Gadchiroli,Chamorshi,Vidharbha,tractor trolley,,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTHyRAyhtHFKD4SZgYdUvws_SzCHgPJp2WOFWqimYRB6vHZJc20RJPL13xg&s=10
Jalgaon,Chalisgaon,Khandesh,sprayer,36,130,"https://m.media-amazon.com/images/I/71gWfs0OVmL._AC_UF1000,1000_QL80_.jpg"
Kolhapur,Shahuwadi,WM,sickel,29.8,110.5,
Ratnagiri,Khed,Konkan,sprayer,47,145,"https://m.media-amazon.com/images/I/71gWfs0OVmL._AC_UF1000,1000_QL80_.jpg"
Kolhapur,Kagal,WM,tractor,483,3665,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQGS3EdkbXE6m2lcEJGzMSc-inaDvUBdXsnBw&usqp=CAU
Ratnagiri,Chiplun,Konkan,sickel,18,66,
Nandurbar,Nandurbar,Khandesh,plough,75,620,https://www.patelagroindustries.com/public/images/blog/jt8wc33oxWhkXesZZkoblUlxItMlZmlnGKhQMe5b.png
Sambhajinagar,Sambhajinagar,Marathwada,hoe,37,204,https://5.imimg.com/data5/SELLER/Default/2022/8/CJ/UN/LL/52580342/hand-hoe-500x500.jpeg
Buldhana,Malkapur,Vidharbha,plough,125,920,https://www.patelagroindustries.com/public/images/blog/jt8wc33oxWhkXesZZkoblUlxItMlZmlnGKhQMe5b.png
Washim,Washim,Vidharbha,pickaxe,22,176,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ_LRYoi090IuNBYC5WUMYQcv8KMg1MROwZUQ&usqp=CAU
Chandrapur,Korpana,Vidharbha,hoe,24,192,https://5.imimg.com/data5/SELLER/Default/2022/8/CJ/UN/LL/52580342/hand-hoe-500x500.jpeg
Beed,Shirur,Marathwada,plough,140,650,https://www.patelagroindustries.com/public/images/blog/jt8wc33oxWhkXesZZkoblUlxItMlZmlnGKhQMe5b.png
Palghar,Talasari,Khandesh,pickaxe,,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ_LRYoi090IuNBYC5WUMYQcv8KMg1MROwZUQ&usqp=CAU
Buldhana,Buldhana,Vidharbha,plough,125,875,https://www.patelagroindustries.com/public/images/blog/jt8wc33oxWhkXesZZkoblUlxItMlZmlnGKhQMe5b.png
Ratnagiri,Khed,Konkan,tractor,355,2630,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQGS3EdkbXE6m2lcEJGzMSc-inaDvUBdXsnBw&usqp=CAU
Parbhani,Gangakhed,Marathwada,plough,190,1000,https://www.patelagroindustries.com/public/images/blog/jt8wc33oxWhkXesZZkoblUlxItMlZmlnGKhQMe5b.png
Gondia,Tirora,Vidharbha,sickel,14,112,
Nagpur,Nagpur,Vidharbha,sprayer,50,400,"https://m.media-amazon.com/images/I/71gWfs0OVmL._AC_UF1000,1000_QL80_.jpg"
Bhandara,Pauni,Vidharbha,tractor,260,2080,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQGS3EdkbXE6m2lcEJGzMSc-inaDvUBdXsnBw&usqp=CAU
Mumbai Suburban,Mumbai Suburban,Konkan,tractor trolley,374,2825,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTHyRAyhtHFKD4SZgYdUvws_SzCHgPJp2WOFWqimYRB6vHZJc20RJPL13xg&s=10
Sindhudurg,Malvan,Konkan,sickel,18,66,
Kolhapur,Radhanagari,WM,tractor,484,3670,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQGS3EdkbXE6m2lcEJGzMSc-inaDvUBdXsnBw&usqp=CAU
Sambhajinagar,Sambhajinagar,Marathwada,tractor trolley,230,1700,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTHyRAyhtHFKD4SZgYdUvws_SzCHgPJp2WOFWqimYRB6vHZJc20RJPL13xg&s=10
Pune,Bhor,WM,sprayer,72,216,"https://m.media-amazon.com/images/I/71gWfs0OVmL._AC_UF1000,1000_QL80_.jpg"
Nandurbar,Taloda,Khandesh,pickaxe,15,65,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ_LRYoi090IuNBYC5WUMYQcv8KMg1MROwZUQ&usqp=CAU
Ahmednagar,Kopargaon,Khandesh,sickel,32,107,
Nanded,Loha,Marathwada,plough,120,550,https://www.patelagroindustries.com/public/images/blog/jt8wc33oxWhkXesZZkoblUlxItMlZmlnGKhQMe5b.png
Beed,Patoda,Marathwada,pickaxe,27,95,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ_LRYoi090IuNBYC5WUMYQcv8KMg1MROwZUQ&usqp=CAU
Gondia,Amgaon,Vidharbha,pickaxe,20,160,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ_LRYoi090IuNBYC5WUMYQcv8KMg1MROwZUQ&usqp=CAU
Ahmednagar,Parner,Khandesh,sprayer,72,216,"https://m.media-amazon.com/images/I/71gWfs0OVmL._AC_UF1000,1000_QL80_.jpg"
Wardha,Samudrapur,Vidharbha,pickaxe,26,180,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ_LRYoi090IuNBYC5WUMYQcv8KMg1MROwZUQ&usqp=CAU
Sindhudurg,Kudal,Konkan,plough,118,550,https://www.patelagroindustries.com/public/images/blog/jt8wc33oxWhkXesZZkoblUlxItMlZmlnGKhQMe5b.png
Washim,Resod,Vidharbha,sprayer,35,280,"https://m.media-amazon.com/images/I/71gWfs0OVmL._AC_UF1000,1000_QL80_.jpg"
Wardha,Samudrapur,Vidharbha,tractor trolley,185,1300,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTHyRAyhtHFKD4SZgYdUvws_SzCHgPJp2WOFWqimYRB6vHZJc20RJPL13xg&s=10
Ahmednagar,Kopargaon,Khandesh,tractor,490,3650,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQGS3EdkbXE6m2lcEJGzMSc-inaDvUBdXsnBw&usqp=CAU
Akola,Telhara,Vidharbha,Sickel,23,180,
Kolhapur,Gadhinglaj,WM,tractor trolley,312,2345,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTHyRAyhtHFKD4SZgYdUvws_SzCHgPJp2WOFWqimYRB6vHZJc20RJPL13xg&s=10
Nandurbar,Nandurbar,Khandesh,pickaxe,14,60,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ_LRYoi090IuNBYC5WUMYQcv8KMg1MROwZUQ&usqp=CAU
Satara,Karad,WM,tractor,431.06,3402.39,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQGS3EdkbXE6m2lcEJGzMSc-inaDvUBdXsnBw&usqp=CAU
Jalgaon,Pachora,Khandesh,pickaxe,20,100,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ_LRYoi090IuNBYC5WUMYQcv8KMg1MROwZUQ&usqp=CAU
Wardha,Karanja,Vidharbha,tractor trolley,185,1300,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTHyRAyhtHFKD4SZgYdUvws_SzCHgPJp2WOFWqimYRB6vHZJc20RJPL13xg&s=10
Ratnagiri,Chiplun,Konkan,hoe,31,169,https://5.imimg.com/data5/SELLER/Default/2022/8/CJ/UN/LL/52580342/hand-hoe-500x500.jpeg
Pune,Baramati,WM,sprayer,75,225,"https://m.media-amazon.com/images/I/71gWfs0OVmL._AC_UF1000,1000_QL80_.jpg"
Nanded,Dharmabad,Marathwada,sprayer,42,130,"https://m.media-amazon.com/images/I/71gWfs0OVmL._AC_UF1000,1000_QL80_.jpg"
Kolhapur,Gadhinglaj,WM,plough,197,938,https://www.patelagroindustries.com/public/images/blog/jt8wc33oxWhkXesZZkoblUlxItMlZmlnGKhQMe5b.png
Pune,Baramati,WM,pickaxe,40,130,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ_LRYoi090IuNBYC5WUMYQcv8KMg1MROwZUQ&usqp=CAU
Raigad,Alibaug,Konkan,sprayer,45,140,"https://m.media-amazon.com/images/I/71gWfs0OVmL._AC_UF1000,1000_QL80_.jpg"
Raigad,Alibaug,Konkan,tractor trolley,200,1510,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTHyRAyhtHFKD4SZgYdUvws_SzCHgPJp2WOFWqimYRB6vHZJc20RJPL13xg&s=10
Beed,Patoda,Marathwada,sickel,21,78,
Osmanabad,Paranda,Marathwada,sprayer,70,215,"https://m.media-amazon.com/images/I/71gWfs0OVmL._AC_UF1000,1000_QL80_.jpg"
Nashik,Trimbak,Marathwada,sprayer,48,149,"https://m.media-amazon.com/images/I/71gWfs0OVmL._AC_UF1000,1000_QL80_.jpg"
Kolhapur,Radhanagari,WM,pickaxe,38,141,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ_LRYoi090IuNBYC5WUMYQcv8KMg1MROwZUQ&usqp=CAU
Beed,Ashti,Marathwada,sickel,23,82,
Jalgaon,Bhusawal,Khandesh,tractor trolley,155,1550,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTHyRAyhtHFKD4SZgYdUvws_SzCHgPJp2WOFWqimYRB6vHZJc20RJPL13xg&s=10
Parbhani,Purna,Marathwada,tractor,455,3350,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQGS3EdkbXE6m2lcEJGzMSc-inaDvUBdXsnBw&usqp=CAU
Osmanabad,Tuljapur,Marathwada,plough,200,1050,https://www.patelagroindustries.com/public/images/blog/jt8wc33oxWhkXesZZkoblUlxItMlZmlnGKhQMe5b.png
Ahmednagar,Parner,Khandesh,sickel,31,106,
Pune,Khed,WM,pickaxe,40,152,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ_LRYoi090IuNBYC5WUMYQcv8KMg1MROwZUQ&usqp=CAU
Solapur,Karmala,WM,hoe,47,250,https://5.imimg.com/data5/SELLER/Default/2022/8/CJ/UN/LL/52580342/hand-hoe-500x500.jpeg
Ahmednagar,Parner,Khandesh,tractor,485,3600,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQGS3EdkbXE6m2lcEJGzMSc-inaDvUBdXsnBw&usqp=CAU
Osmanabad,Vashi,Marathwada,tractor trolley,310,2580,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTHyRAyhtHFKD4SZgYdUvws_SzCHgPJp2WOFWqimYRB6vHZJc20RJPL13xg&s=10
Osmanabad,Vashi,Marathwada,pickaxe,41,150,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ_LRYoi090IuNBYC5WUMYQcv8KMg1MROwZUQ&usqp=CAU
Washim,Karanja,Vidharbha,sickel,13,104,
Sambhajinagar,Sillod,Marathwada,sickel,21,77,
Akola,Akot,Vidharbha,Sprayer,51,405,"https://m.media-amazon.com/images/I/71gWfs0OVmL._AC_UF1000,1000_QL80_.jpg"
Beed,Ambejogai,Marathwada,tractor trolley,200,1500,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTHyRAyhtHFKD4SZgYdUvws_SzCHgPJp2WOFWqimYRB6vHZJc20RJPL13xg&s=10
Washim,Karanja,Vidharbha,tractor trolley,130,1040,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTHyRAyhtHFKD4SZgYdUvws_SzCHgPJp2WOFWqimYRB6vHZJc20RJPL13xg&s=10
Jalna,Bhokardhan,Marathwada,plough,115,540,https://www.patelagroindustries.com/public/images/blog/jt8wc33oxWhkXesZZkoblUlxItMlZmlnGKhQMe5b.png
Nandurbar,Taloda,Khandesh,sickel,12,45,
Satara,Karad,WM,hoe,49.3,256.73,https://5.imimg.com/data5/SELLER/Default/2022/8/CJ/UN/LL/52580342/hand-hoe-500x500.jpeg
Washim,Washim,Vidharbha,sickel,16,128,
